stage	subject	model	run	model_policy	expected_copes	expected_zstats	source_fsf_sha256	rendered_fsf_sha256	complete
l1	sub-141	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		a354291806a440b105778d6a031f97d2e2bf7029375ffe2cd2be1d2b17f6bce0	58d1d72267ab090f7795f9893416c405f0808daf8b661fbcff81ed6013ed4387	1
l1	sub-141	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		7a892df7507b86617d50419984f237c5a8210a3f885c4df21da9562b38867465	0c15a269fdc6fa2441e8025d396e80d8c850955dc083f4d9abd177d880e3f499	1
l2	sub-141	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		5dd233327f8adfa1c1d5453045d56411225d18e615758a99400faf4dadc0bb95	d49204fb5160e4eb5ecfe725de5928a000bcde4633809f8fc7432281106bbb1d	1
l1	sub-142	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		096744b504ff536a076d34810dcdb6faf9914c3b389734f1009063b87fe342f7	90f4d6fc9de70b97b6ca6b9a215fbbdb702ca81d449c2b2a966f5cf6a0d84294	1
l1	sub-142	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		9d0fb96f3a277195147576aa56a876f39f7bf608101ba8c337259d78f112533d	06ae1f0d708cd929262691d3289bc67cc52af1cc0e187b6e9ce5ef06db6daceb	1
l2	sub-142	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		1ba406bd75d010d4829332be5c12d93808120c9cc31e4a065e2de55fb09c0cde	5a6ab190e4c596ac59e317755d0b8179e8ccf25f38ffe16dd43577853f0b8a4f	1
l1	sub-143	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		b7e0058528cbbb2d6185ce1027b5af25c6d4c14ef6deef0e584919c754afadbf	52b527bcf713450414ac161812ddc041db649a4297a5609fd956bd5c1a6e91da	1
l1	sub-143	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		9d1c8c2f3b69a69e9f5f44f588719c4e580b6a7ad5a4e3f99df4af95c6455cdd	8c097bb688bc96bb5dd9da0bfe9ca5d0390f1ae7e89b360ac665276d4455fbf1	1
l2	sub-143	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		a9ec6a12a4cb7cf014075c3b926b1036c250c5f6d17f2718989b0ba479a06282	7671883b298c30e02dee81fd83fa0e8d520979e97f3f2fc32cf9df138ce13d04	1
l1	sub-144	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		f4db41cfb4ce787c5456b89a3f7502bb6d7f331e47f275ba2edfd76e95c4fca1	90b4eca66f6c23b6b04a533286446f8d64dd1ef2702a985b2a237035e33f6597	1
l1	sub-144	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		d199823985ef6d9bcbbe8a85cf7ccb9941b20614b440ad2c297db7a72c7e7c58	68566b4622e0962bbb391ebfaf798eec8ab0a729f7f12ac53de17c4ead26f4fb	1
l2	sub-144	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		768bcf46350a63251a77ed00d85c8f341fc3eadb5f6b920ab6eaecb48a23ef48	accaaa56736f26b379b60ac8c2aa3337aa2dbf3e511c2ee68fceb187448d5265	1
l1	sub-147	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=70	11		77b734f44aafd399800948b0fe19611702c56aecd94e4f53996cea9330151847	f4524dbe1b0cf3681b17a268675a46f5da7990b7e8375b97f0328cdabd88080f	1
l1	sub-147	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		2b914a79a35608ae4af1679068b7c4cd346a256e850ce7970ef21250b86eed31	c968027acb9be1a03f4499e19287b28e9119712efa33ad7a29056bed7b23ca0d	1
l2	sub-147	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		2168852aa787ecc4644dfa4cff4a79e28531459610034177fdc3aee99988907f	0f3835b0777bc4f8affd93bd19c66763afc93e1101755ede537ae6938222a164	1
l1	sub-149	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=66	11		5b6950e72d86392b1152c82c09599bb96078fd33ff82018ede25f26a96fd552e	ab4aeae6b89808675e33755c4cb6181695c44901f35c25754f6f8204c0d7b93a	1
l1	sub-149	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		5c0b971d558b5c3008b2ae2662820d203a2c4d8869e2ac5d535c700bca3141c0	02105d33e7dc77790323edcd978471325e01423728de22d5288b49826d331e7c	1
l2	sub-149	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		da9169d1cccf5a87c7e779fcf2fe98d0b7f54fe79d88c93d0007e3946bd735fb	5bcb4850901d8839987b2b524ce9797c590df15265ceefd1810a732bf8d29626	1
l1	sub-150	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		f5d628fb5d99c970b70d3e271e2f83ac8152d4905d3122910a8721f748d313b3	2df451baf8934bff386169244947dd515d3ac1fbb8435a51187116720493e3fa	1
l1	sub-150	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		613b6f95f0b75dd121e89477945c34e1b4d8c38d3254706458c22dca110dae35	a9a9f09551122b2631415c16b42709092f35eeaed5776f3d07be58b4cddb2d1a	1
l2	sub-150	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		000231f7909c0715d585dde4d4a04bcd23ac970535aedfdb16fcba54b441eb93	a29c38a215f56da3581ebcf771976302726ee597165833c971750593b9f50eb5	1
l1	sub-151	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		08ee58995957a40758744b88c4c584719e0a7514a1c2db7d6cb6adc01249254b	d125dcb964057b9e8a15460a01e174fc5c8de0a8e8161ae770db83f1c07cd7b6	1
l1	sub-151	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		8832160a5ad829f04b5d60047d9d07dab98fe6bf68b4ab374922e7a095aba80c	a9dc179925012d812f91cf15f54826e5e3f953134b325fa385af0c22ebd80db8	1
l2	sub-151	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		445513372aaef63bd110fd61734104e35178c8f1e63e55b591539bf4c7a04c06	657a569e4e286a3c19d5ecca513e6719a6b46700686f5344b28aa8b061e0b974	1
l1	sub-152	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=68	11		68c33a99628d19b95e454ff797134e075b076d4a3fc6e220d5fb718771211164	2ce12aa9e2590145afb33f5b08602d2e555258e8e57778ca3fa0bf1228173bd4	1
l1	sub-152	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=60	11		5120e2bb851498bf49ca00b1b3d8febf9ab65464a144b984e5a31cfd2de8b01e	e79073ec3f466feb9ea2b63230fd4c817552810475831ec0e3f94768a73f8caa	1
l2	sub-152	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		78b4fc2b223caa64c309c1425d7ed7dded1c1155304f048b44b359fd32643e27	aaf576298b48db2630f8eae8b93a37cf2edbebc8b9139f783e48718fd329fe17	1
l1	sub-153	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		dde8f06034b0d89aaa6f4a926b0bfed2e76bdd2116ea60d0b37bac6a7d7d8ca6	2979132201a4b911f660019da744e7bf83ffa5ac7af7ea0024a99772542456e0	1
l1	sub-153	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		675a4b47b024f3f748c22322e6acbbfa34d7c426c9a8441eae0b921b199afed8	d4c2bfbd41d8c5b6bb8bbba811b9fd93141550ca7a7b44ce62d66fc2547a7aa3	1
l2	sub-153	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		83318951878366e30774dedad1517164f5f80a6668f0c5ae9be3c5b5a97e4ab8	7f82fbf2b215d42e2d308a9366bd50da45db3ee04e58355b6a80afce8f767f31	1
l1	sub-154	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=70	11		8979fe60e2739a9d74fe8b725618db478b95174526eebff25260b7bd6ae41c87	d3658ed283ddcb7d2d86c76a483496786d709682262a3aecd5714e80e722c078	1
l1	sub-154	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=68	11		1d7ce852defd7a185c5163d278ffc7d1efd7cd5e7d6c7122d7ba8f62780d4ff5	ac683decc82434a618886f89b78fc071bacce677ab5c304dfddbb373b28921dd	1
l2	sub-154	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		f2d91951c5e78598d7fd2241c5624e9a859ded8f3170265e52fd8db2c5bfbf16	10ebbb1e7a470ca2c1264a2a33a679e122e737bdfb42a686bef16665922223a6	1
l1	sub-155	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		738dd0d5cae950532028097911504088ed13b633f6d0d238a9fe9212facfe314	350015a51c629098403b26bbe0c36fd83dfda3f1a99ab304ec8293c722d7ab01	1
l1	sub-155	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		6e4bb75ba771d18cbfda628866b4f5801561cd5656d0739b83a4d4a0c646173a	e5d8064fa76a8e8712b12319245972f12a98657c2b2ecf799477731f2cffd30f	1
l2	sub-155	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		4acc48131d2061f0d255a7f414bbd2f81fd0bc19caf6478802faf2799e32fb93	b4a9e24db6eea5963147277ada7292ae37591087b1f92d88f27b45167930ca7e	1
l1	sub-156	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		aab4ad706b9a3aa835d2b0d4feeacc1de750218c755bd4dc2bc179aa55b04cde	f06779f36b58e1f84e9f746cb47772fa8f7cf69c616df2f181c1bab251582ec8	1
l1	sub-156	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		d43aa5b99dcdce150d4b7c51d042cef70d2e00ce0272175188687735b4e17eb8	e3b05d16c88b5e4c1757945d077727441ef47c68697224a41319f29aeb4bca47	1
l2	sub-156	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		2810c41ec3c64e75422cdbe5a4a8ad022c798f61524cc94e7637eda5d6b3dbe4	bdbca6b3835f8886db7825b141df2ced63e60ebadc6d990c47685fab970ed622	1
l1	sub-157	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		fc444a859c9751d82bf19b88fe152c93dded8eab513738dec3c6771073ff9da8	e6a6a2a31dd17701c81cd60cb96057809ccdc65f6cc678650f47361610f3e553	1
l1	sub-157	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		8beaf9456059badad2ac1e9ccf113bf117ddbb756aec484c5bc4bf272bf01a5d	b79ba4c90e9e605dec379c677bf19ade3bfbebe2b4a50936a2bfb204cdca1cba	1
l2	sub-157	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		4721c826d0540b28b84f2c431af0bbf623dc9fd62815b05074d8d9315f0ada9a	e16fd5b679b115ef01088ed60bba4452cf3d7ba4f3f5dbd88aab01f21d9b644f	1
l1	sub-158	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=71	11		4886a1dfab85cbb83fb0cb52dd75887e5c8ae20a55f0ccde7976e004b62b0486	757f9c2e9400cb5569751f428685dc1fad4fc92d7d1cf458d93fd58ddb1f4339	1
l1	sub-158	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		8f8b22f9e2283c8b08f148c06575c7f5e5db71832e9266666df027ffb65a2685	9efb0ede57ea0daa2160b2dfb8077dc1a95337d1fbd8f1c57ee41cceb48afb09	1
l2	sub-158	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		a59b44941862a289c4406650fc6ef9f4c584b6cbe5496d7d130a344f7bf97a36	11f44499a2cbb1d9cf3e5b99272e91b3c19eff3be9e2e3550cd7684e7dfd422d	1
l1	sub-159	act-fairness-main	01	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		59bb994b718ad844e83163f7d8d72b085c71cabba55aab001a55a6710aa055b8	77defe213b131fbfd512d2828e94c85cf9d6d4b43be3363102f9ff91627f623c	1
l1	sub-159	act-fairness-main	02	historical_9ev_glm;substantive_decision_rows_for_rt;equal_weighted_offer_pmod_contrast11;task_trials=72	11		41a5ae648f65a6d32e21b499088a4aae1fe63b7fb92adf67fd8dce1839945609	8c378813d472055a093796b4b4145c9d2ba62d52ec066a85371d2580ee563168	1
l2	sub-159	act-fairness-main	combined	fixed_effects_across_runs_carrying_all_11_copes	11		d3828b56d0442dcab092191288b7fc9297a8e12750921438e49daec835772eec	a9c641478cbc312ce0bf7ba99eec4657081bc1dc370ca50dff021f47ae8f07db	1
l3	all-47	activation-fairness-main	all-participants	intercept;centered_age_group;centered_sex;tsnr;mean_fd;event_corrected_taskwide_mean_rt;flame1plus2		4	259aabbde1afec780b0abaa9e856122cceb534fc739a309915abc954198260ad	b629c1bb84e5dc1f0ee0fecce62a98082770357cbeb9c83da0f7ba789723b6b0	1
